,词语,词性种类,词义数,词义序号,情感分类,强度,极性,辅助情感分类,强度.1,极性.1,Unnamed: 10,Unnamed: 11
10727,勇往直前,idiom,1.0,1.0,PH,5,1,,,,,
10728,有板有眼,idiom,1.0,1.0,PH,5,1,,,,,
10729,于心有愧,idiom,1.0,1.0,NH,5,0,,,,,
10730,与民同乐,idiom,1.0,1.0,PA,5,1,,,,,
10731,战无不胜,idiom,1.0,1.0,PH,5,1,,,,,
10732,正直公平,idiom,1.0,1.0,PH,5,1,,,,,
10733,知书达礼,idiom,1.0,1.0,PH,5,1,,,,,
10734,知书达理,idiom,1.0,1.0,PH,5,1,,,,,
10735,直言贾祸,idiom,1.0,1.0,NN,5,2,,,,,
10736,咫尺天涯,idiom,1.0,1.0,NB,5,0,,,,,
10737,众矢之的,idiom,1.0,1.0,ND,5,2,,,,,
10739,斫轮老手,idiom,1.0,1.0,PH,5,1,,,,,
10740,自暴自弃,idiom,1.0,1.0,NN,5,2,,,,,
10741,自出心裁,idiom,1.0,1.0,PH,5,1,,,,,
10742,自行其是,idiom,1.0,1.0,NN,5,2,,,,,
10743,走笔成章,idiom,1.0,1.0,PH,5,1,,,,,
10744,坐吃山空,idiom,1.0,1.0,NN,5,2,,,,,
10745,隐痛,noun,1.0,1.0,NB,5,0,NE,1.0,2.0,,
10746,鸨母,noun,1.0,1.0,ND,5,2,NN,1.0,2.0,,
10747,枷锁,noun,1.0,1.0,ND,5,2,NN,1.0,2.0,,
10748,娇女,noun,1.0,1.0,PB,5,1,PA,1.0,1.0,,
10749,胜状,noun,1.0,1.0,PH,5,1,PA,1.0,1.0,,
10750,古趣,noun,1.0,1.0,PH,5,1,PB,1.0,1.0,,
10751,景胜,noun,1.0,1.0,PH,5,1,PB,1.0,1.0,,
10752,儒将,noun,1.0,1.0,PH,5,1,PD,1.0,1.0,,
10753,积郁,noun,1.0,1.0,NE,5,2,,3.0,2.0,,
10754,妖术,noun,1.0,1.0,NN,5,2,NC,3.0,2.0,,
10755,白党,noun,1.0,1.0,NN,5,2,ND,3.0,2.0,,
10756,村话,noun,1.0,1.0,NN,5,2,ND,3.0,2.0,,
10757,案犯,noun,1.0,1.0,ND,5,2,NN,3.0,2.0,,
10758,赤佬,noun,1.0,1.0,ND,5,2,NN,3.0,2.0,,
10759,官腔,noun,1.0,1.0,ND,5,2,NN,3.0,2.0,,
10760,烂账,noun,1.0,1.0,NE,5,2,NN,3.0,2.0,,
10761,福星,noun,1.0,1.0,PB,5,1,PA,3.0,1.0,,
10762,慈颜,noun,1.0,1.0,PD,5,1,PB,3.0,1.0,,
10763,功碑,noun,1.0,1.0,PH,5,1,PD,3.0,1.0,,
10764,风致,noun,1.0,1.0,PB,5,1,PH,3.0,1.0,,
10765,败军,noun,1.0,1.0,NN,5,2,,,,,
10766,悖谬,noun,1.0,1.0,NN,5,2,,,,,
10767,才能,noun,1.0,1.0,PH,5,1,,,,,
10768,财宝,noun,1.0,1.0,PB,5,0,,,,,
10769,沉渣,noun,1.0,1.0,NN,5,2,,,,,
10770,仇怨,noun,1.0,1.0,ND,5,0,,,,,
10771,丑八怪,noun,1.0,1.0,ND,5,2,,,,,
10772,斗筲,noun,1.0,1.0,NN,5,2,,,,,
10773,咄咄怪事,noun,1.0,1.0,PC,5,0,,,,,
10774,芳名,noun,1.0,1.0,PB,5,1,,,,,
10775,飞语,noun,1.0,1.0,NN,5,2,,,,,
10776,肝胆,noun,1.0,1.0,PH,5,1,,,,,
10777,高才生,noun,1.0,1.0,PH,5,1,,,,,
10778,勾当,noun,1.0,1.0,ND,5,2,,,,,
10779,好心人,noun,1.0,1.0,PH,5,1,,,,,
10780,洪量,noun,1.0,1.0,PH,5,1,,,,,
10781,后顾之忧,noun,1.0,1.0,NE,5,0,,,,,
10782,厚意,noun,1.0,1.0,PB,5,0,,,,,
10783,花言巧语,noun,1.0,1.0,NN,5,2,,,,,
10784,欢笑,noun,1.0,1.0,PA,5,1,,,,,
10785,金玉,noun,1.0,1.0,PH,5,1,,,,,
10786,九尾狐,noun,1.0,1.0,ND,5,2,,,,,
10787,凯歌,noun,1.0,1.0,PA,5,1,,,,,
10788,快感,noun,1.0,1.0,PA,5,1,,,,,
10789,懒虫,noun,1.0,1.0,NN,5,2,,,,,
10790,良师益友,noun,1.0,1.0,PH,5,1,,,,,
10791,喽啰,noun,1.0,1.0,ND,5,2,,,,,
10792,皮毛,noun,1.0,1.0,NN,5,2,,,,,
10793,魄力,noun,1.0,1.0,PH,5,1,,,,,
10794,气概,noun,1.0,1.0,PH,5,1,,,,,
10795,亲和力,noun,1.0,1.0,PH,5,1,,,,,
10796,软骨头,noun,1.0,1.0,NN,5,2,,,,,
10797,盛世,noun,1.0,1.0,PH,5,1,,,,,
10798,死顽固,noun,1.0,1.0,NN,5,2,,,,,
10799,通病,noun,1.0,1.0,NN,5,2,,,,,
10800,颓风,noun,1.0,1.0,NN,5,2,,,,,
10801,威望,noun,1.0,1.0,PD,5,1,,,,,
10802,猬辞,noun,1.0,1.0,NN,5,2,,,,,
10803,侠骨,noun,1.0,1.0,PH,5,1,,,,,
10804,小辫子,noun,1.0,1.0,NN,5,2,,,,,
10805,小气鬼,noun,1.0,1.0,NN,5,2,,,,,
10806,心术,noun,1.0,1.0,NN,5,2,,,,,
10807,兴头,noun,1.0,1.0,PA,5,0,,,,,
10808,血口,noun,1.0,1.0,NN,5,2,,,,,
10809,烟鬼,noun,1.0,1.0,NN,5,2,,,,,
10810,意中人,noun,1.0,1.0,PB,5,1,,,,,
10811,毅力,noun,1.0,1.0,PH,5,1,,,,,
10812,阴影,noun,1.0,1.0,NN,5,2,,,,,
10813,英灵,noun,1.0,1.0,PD,5,1,,,,,
10814,痈疽,noun,1.0,1.0,NN,5,2,,,,,
10815,迂夫子,noun,1.0,1.0,NN,5,2,,,,,
10816,战乱,noun,1.0,1.0,NB,5,2,,,,,
10817,志趣,noun,1.0,1.0,PB,5,1,,,,,
10818,子虚,noun,1.0,1.0,NN,5,2,,,,,
10819,欠拍,nw,1.0,1.0,NN,5,2,,3.0,2.0,,
10820,bc,nw,1.0,1.0,NN,5,2,,,,,
10821,LM,nw,1.0,1.0,ND,5,2,,,,,
10822,sb,nw,1.0,1.0,NN,5,2,,,,,
10823,yun,nw,1.0,1.0,PC,5,0,,,,,
10825,有才,nw,1.0,1.0,PH,5,1,,,,,
10827,费工夫,prep,1.0,1.0,NE,5,2,,,,,
10828,会来事,prep,1.0,1.0,PH,5,1,,,,,
10829,拔份儿,verb,1.0,1.0,PH,5,1,PD,3.0,1.0,,
10830,毁害,verb,1.0,1.0,NN,5,2,ND,1.0,2.0,,
10831,荟萃,verb,1.0,1.0,PH,5,1,PA,1.0,1.0,,
10832,际逢,verb,1.0,1.0,PD,5,1,PA,1.0,1.0,,
10833,观摩,verb,1.0,1.0,PD,5,1,PB,1.0,1.0,,
10834,辉耀,verb,1.0,1.0,PH,5,1,PB,1.0,1.0,,
10835,体惜,verb,1.0,1.0,PH,5,1,PB,1.0,1.0,,
10836,婷婷,verb,1.0,1.0,PH,5,1,PB,1.0,1.0,,
10837,解囊,verb,1.0,1.0,PH,5,1,PD,1.0,1.0,,
10838,背弃,verb,1.0,1.0,NN,5,2,ND,3.0,2.0,,
10839,捣蛋,verb,1.0,1.0,NN,5,2,ND,3.0,2.0,,
10840,盗猎,verb,1.0,1.0,NN,5,2,ND,3.0,2.0,,
10841,独吞,verb,1.0,1.0,NN,5,2,ND,3.0,2.0,,
10842,胡闹,verb,1.0,1.0,NN,5,2,ND,3.0,2.0,,
10843,聚敛,verb,1.0,1.0,NN,5,2,ND,3.0,2.0,,
10844,焦愁,verb,1.0,1.0,NE,5,2,NI,3.0,2.0,,
10845,丑诋,verb,1.0,1.0,ND,5,2,NN,3.0,2.0,,
10846,反诬,verb,1.0,1.0,ND,5,2,NN,3.0,2.0,,
10847,没落,verb,1.0,1.0,NB,5,0,NN,3.0,2.0,,
10848,欺压,verb,1.0,1.0,ND,5,2,NN,3.0,2.0,,
10849,屈从,verb,1.0,1.0,NE,5,2,NN,3.0,2.0,,
10850,熬磨,verb,1.0,1.0,NE,5,2,,,,,
10851,拜请,verb,1.0,1.0,PD,5,1,,,,,
10852,板着脸,verb,1.0,1.0,NE,5,2,,,,,
10853,报国,verb,1.0,1.0,PH,5,1,,,,,
10854,悲哽,verb,1.0,1.0,NB,5,0,,,,,
10855,变通,verb,1.0,1.0,PH,5,0,,,,,
10856,表彰,verb,1.0,1.0,PH,5,1,,,,,
10857,炳耀,verb,1.0,1.0,PH,5,1,,,,,
10858,长于,verb,1.0,1.0,PH,5,1,,,,,
10859,称兄道弟,verb,1.0,1.0,PB,5,1,,,,,
10860,成性,verb,1.0,1.0,NN,5,2,,,,,
10861,吃醋,verb,1.0,1.0,NK,5,0,,,,,
10862,耻笑,verb,1.0,1.0,NN,5,2,,,,,
10863,吹求,verb,1.0,1.0,NN,5,2,,,,,
10864,撮弄,verb,1.0,1.0,NN,5,2,,,,,
10865,大骂,verb,1.0,1.0,NN,5,2,,,,,
10866,祷告,verb,1.0,1.0,PG,5,0,,,,,
10867,得人心,verb,1.0,1.0,PH,5,1,,,,,
10868,诋毁,verb,1.0,1.0,NN,5,2,,,,,
10869,调拨,verb,1.0,1.0,NN,5,2,,,,,
10870,独擅,verb,1.0,1.0,PH,5,1,,,,,
10871,多嫌,verb,1.0,1.0,ND,5,2,,,,,
10872,放情,verb,1.0,1.0,PA,5,1,,,,,
10873,风靡,verb,1.0,1.0,PH,5,1,,,,,
10874,告负,verb,1.0,1.0,NJ,5,2,,,,,
10875,挂念,verb,1.0,1.0,PF,5,0,,,,,
10876,欢聚,verb,1.0,1.0,PA,5,1,,,,,
10877,挥霍,verb,1.0,1.0,NN,5,2,,,,,
10878,记挂,verb,1.0,1.0,PF,5,0,,,,,
10879,祭祀,verb,1.0,1.0,PD,5,0,,,,,
10880,兼备,verb,1.0,1.0,PH,5,1,,,,,
10881,建设,verb,1.0,1.0,PH,5,1,,,,,
10882,讲求,verb,1.0,1.0,PH,5,1,,,,,
10883,骄纵,verb,1.0,1.0,NN,5,2,,,,,
10884,惊讶,verb,1.0,1.0,PC,5,0,,,,,
10885,敬慕,verb,1.0,1.0,PD,5,1,,,,,
10886,救济,verb,1.0,1.0,PH,5,0,,,,,
10887,绝倒,verb,1.0,1.0,PA,5,0,,,,,
10888,看重,verb,1.0,1.0,PB,5,0,,,,,
10889,渴念,verb,1.0,1.0,PF,5,0,,,,,
10890,哭泣,verb,1.0,1.0,NB,5,0,,,,,
10891,怜惜,verb,1.0,1.0,PB,5,0,,,,,
10892,溜门,verb,1.0,1.0,NN,5,2,,,,,
10893,拿人,verb,1.0,1.0,NN,5,2,,,,,
10894,闹事,verb,1.0,1.0,NN,5,2,,,,,
10895,佞笑,verb,1.0,1.0,NN,5,2,,,,,
10896,喷饭,verb,1.0,1.0,PA,5,0,,,,,
10897,抨击,verb,1.0,1.0,NN,5,0,,,,,
10898,器重,verb,1.0,1.0,PB,5,1,,,,,
10899,牵累,verb,1.0,1.0,NE,5,2,,,,,
10900,强辩,verb,1.0,1.0,NN,5,2,,,,,
10901,窃取,verb,1.0,1.0,NN,5,2,,,,,
10902,闪烁,verb,1.0,1.0,PH,5,1,,,,,
10903,伤生,verb,1.0,1.0,NN,5,2,,,,,
10904,奢望,verb,1.0,1.0,PF,5,0,,,,,
10905,哂笑,verb,1.0,1.0,PA,5,0,,,,,
10906,盛产,verb,1.0,1.0,PH,5,1,,,,,
10907,受挫,verb,1.0,1.0,NE,5,2,,,,,
10908,受骗,verb,1.0,1.0,NE,5,2,,,,,
10909,说谎,verb,1.0,1.0,NN,5,2,,,,,
10910,私吞,verb,1.0,1.0,NN,5,2,,,,,
10911,搪塞,verb,1.0,1.0,NN,5,2,,,,,
10912,逃税,verb,1.0,1.0,NN,5,2,,,,,
10913,体念,verb,1.0,1.0,PH,5,1,,,,,
10914,偷生,verb,1.0,1.0,NN,5,2,,,,,
10915,妄言,verb,1.0,1.0,NN,5,2,,,,,
10916,忤逆,verb,1.0,1.0,NN,5,2,,,,,
10917,误解,verb,1.0,1.0,NN,5,2,,,,,
10918,陷身,verb,1.0,1.0,NE,5,2,,,,,
10919,向隅,verb,1.0,1.0,NJ,5,0,,,,,
10920,虚造,verb,1.0,1.0,NN,5,2,,,,,
10921,厌恨,verb,1.0,1.0,ND,5,2,,,,,
10922,洋溢,verb,1.0,1.0,PA,5,1,,,,,
10923,一怒之下,verb,1.0,1.0,,5,0,,,,,
10924,夷平,verb,1.0,1.0,NN,5,2,,,,,
10925,臆断,verb,1.0,1.0,NN,5,2,,,,,
10926,引荐,verb,1.0,1.0,PD,5,1,,,,,
10927,隐瞒,verb,1.0,1.0,NN,5,2,,,,,
10928,愚弄,verb,1.0,1.0,NN,5,2,,,,,
10929,遇险,verb,1.0,1.0,NB,5,2,,,,,
10930,陨灭,verb,1.0,1.0,NN,5,2,,,,,
10931,赞美,verb,1.0,1.0,PH,5,1,,,,,
10932,赞许,verb,1.0,1.0,PH,5,1,,,,,
10933,遭受,verb,1.0,1.0,NE,5,2,,,,,
10934,责难,verb,1.0,1.0,NN,5,2,,,,,
10935,找茬儿,verb,1.0,1.0,NE,5,0,,,,,
10936,找事,verb,1.0,1.0,NN,5,2,,,,,
10937,指鸡骂狗,verb,1.0,1.0,NN,5,0,,,,,
10938,治学,verb,1.0,1.0,PH,5,1,,,,,
10939,忠于,verb,1.0,1.0,PH,5,1,,,,,
10940,重聚,verb,1.0,1.0,PA,5,0,,,,,
10941,抓辫子,verb,1.0,1.0,NN,5,2,,,,,
10942,装蒜,verb,1.0,1.0,NN,5,2,,,,,
10943,自制,verb,1.0,1.0,NE,5,0,,,,,
10944,自专,verb,1.0,1.0,NN,5,2,,,,,
10945,坐待,verb,1.0,1.0,NN,5,2,,,,,
10946,暗弱,adj,1.0,1.0,NN,7,2,ND,1.0,2.0,,
10947,暗沉沉,adj,1.0,1.0,NN,7,2,NE,1.0,2.0,,
10948,机巧,adj,1.0,1.0,PH,7,1,PB,1.0,1.0,,
10949,完满,adj,1.0,1.0,PH,7,1,PB,1.0,1.0,,
10950,精纯,adj,1.0,1.0,PH,7,1,PB,3.0,1.0,,
10951,精镌,adj,1.0,1.0,PH,7,1,PB,3.0,1.0,,
10953,高尚,adj,1.0,1.0,PH,7,1,PD,3.0,1.0,,
10954,刁蛮,adj,1.0,1.0,NN,7,2,ND,5.0,2.0,,
10955,恶浊,adj,1.0,1.0,NN,7,2,ND,5.0,2.0,,
10956,淫靡,adj,1.0,1.0,NN,7,2,ND,5.0,2.0,,
10957,不知羞耻,adj,1.0,1.0,ND,7,2,NN,5.0,2.0,,
10958,猥亵,adj,1.0,1.0,ND,7,2,NN,7.0,2.0,,
10959,和美,adj,1.0,1.0,PA,7,1,PB,7.0,1.0,,
10960,拔萃,adj,1.0,1.0,PH,7,1,,,,,
10961,百折不回,adj,1.0,1.0,PH,7,1,,,,,
10962,百折不挠,adj,1.0,1.0,PH,7,1,,,,,
10963,暴戾恣睢,adj,1.0,1.0,NN,7,2,,,,,
10964,悲惨,adj,1.0,1.0,NB,7,0,,,,,
10965,悲凉,adj,1.0,1.0,NB,7,0,,,,,
10966,不道,adj,1.0,1.0,NN,7,2,,,,,
10967,不名誉,adj,1.0,1.0,NN,7,2,,,,,
10968,不胜其烦,adj,1.0,1.0,NE,7,0,,,,,
10969,不知所措,adj,1.0,1.0,NI,7,0,,,,,
10970,超绝,adj,1.0,1.0,PH,7,1,,,,,
10971,聪明伶俐,adj,1.0,1.0,PH,7,1,,,,,
10972,搓手顿脚,adj,1.0,1.0,NE,7,0,,,,,
10973,呆笨,adj,1.0,1.0,NN,7,2,,,,,
10974,怠惰,adj,1.0,1.0,NN,7,2,,,,,
10975,丰硕,adj,1.0,1.0,PH,7,1,,,,,
10976,孤傲,adj,1.0,1.0,NN,7,2,,,,,
10977,寡味,adj,1.0,1.0,NN,7,2,,,,,
10979,慌忙,adj,1.0,1.0,NI,7,0,,,,,
10980,回肠荡气,adj,1.0,1.0,PH,7,1,,,,,
10981,价廉物美,adj,1.0,1.0,PH,7,1,,,,,
10982,坚韧不拔,adj,1.0,1.0,PH,7,1,,,,,
10983,洁身自律,adj,1.0,1.0,PH,7,1,,,,,
10984,精彩,adj,1.0,1.0,PH,7,1,,,,,
10985,精娴,adj,1.0,1.0,PH,7,1,,,,,
10986,绝妙,adj,1.0,1.0,PH,7,1,,,,,
10987,坎坷,adj,1.0,1.0,NB,7,0,,,,,
10988,可恶,adj,1.0,1.0,ND,7,2,,,,,
10989,抠唆,adj,1.0,1.0,NN,7,2,,,,,
10991,宽阔,adj,1.0,1.0,PH,7,0,,,,,
10992,懒惰,adj,1.0,1.0,NN,7,2,,,,,
10993,劳苦功高,adj,1.0,1.0,PH,7,1,,,,,
10994,乐不可支,adj,1.0,1.0,PA,7,1,,,,,
10995,乐乐呵呵,adj,1.0,1.0,PA,7,0,,,,,
10996,离散,adj,1.0,1.0,NE,7,0,,,,,
10997,蛮悍,adj,1.0,1.0,NN,7,2,,,,,
10999,名列前茅,adj,1.0,1.0,PH,7,1,,,,,
11000,年高德劭,adj,1.0,1.0,PH,7,1,,,,,
11001,气度不凡,adj,1.0,1.0,PH,7,1,,,,,
11002,气宇轩昂,adj,1.0,1.0,PH,7,1,,,,,
11003,千真万确,adj,1.0,1.0,PG,7,0,,,,,
11004,惬当,adj,1.0,1.0,PH,7,1,,,,,
11005,倾羡,adj,1.0,1.0,PB,7,1,,,,,
11006,清风两袖,adj,1.0,1.0,PH,7,1,,,,,
11007,情意绵绵,adj,1.0,1.0,PA,7,1,,,,,
11008,入微,adj,1.0,1.0,PH,7,1,,,,,
11009,飒爽,adj,1.0,1.0,PH,7,1,,,,,
11010,上上,adj,1.0,1.0,PH,7,1,,,,,
11011,深湛,adj,1.0,1.0,PH,7,1,,,,,
11012,生杀予夺,adj,1.0,1.0,NN,7,2,,,,,
11013,盛怒,adj,1.0,1.0,,7,0,,,,,
11014,十万火急,adj,1.0,1.0,NI,7,0,,,,,
11015,坦荡,adj,1.0,1.0,PH,7,1,,,,,
11016,涂炭,adj,1.0,1.0,NB,7,2,,,,,
11017,文质彬彬,adj,1.0,1.0,PH,7,1,,,,,
11018,无行,adj,1.0,1.0,NN,7,2,,,,,
11019,无足轻重,adj,1.0,1.0,NN,7,2,,,,,
11020,喜上眉梢,adj,1.0,1.0,PA,7,1,,,,,
11021,心慈面软,adj,1.0,1.0,PH,7,1,,,,,
11022,凶残,adj,1.0,1.0,NN,7,2,,,,,
11023,夜郎自大,adj,1.0,1.0,NN,7,2,,,,,
11024,勇略,adj,1.0,1.0,NN,7,2,,,,,
11025,友爱,adj,1.0,1.0,PB,7,1,,,,,
11026,愚笨,adj,1.0,1.0,NN,7,2,,,,,
11027,愚妄,adj,1.0,1.0,NN,7,2,,,,,
11028,窒息,adj,1.0,1.0,NE,7,0,,,,,
11029,忠实,adj,1.0,1.0,PH,7,1,,,,,
11030,钟灵毓秀,adj,1.0,1.0,PH,7,1,,,,,
11031,自大,adj,1.0,1.0,NN,7,2,,,,,
11032,自强,adj,1.0,1.0,PH,7,1,,,,,
11033,贪大求全,idiom,1.0,1.0,NN,7,2,ND,1.0,2.0,,
11034,野心勃勃,idiom,1.0,1.0,NN,7,2,ND,1.0,2.0,,
11036,品学兼优,idiom,1.0,1.0,PH,7,1,PB,1.0,1.0,,
11037,灵丹妙药,idiom,1.0,1.0,PH,7,1,PC,1.0,0.0,,
11038,名下无虚,idiom,1.0,1.0,PH,7,1,PG,1.0,1.0,,
11039,你死我活,idiom,1.0,1.0,ND,7,0,,3.0,2.0,,
11040,名落孙山,idiom,1.0,1.0,NJ,7,0,NB,3.0,2.0,,
11041,卑躬屈节,idiom,1.0,1.0,NN,7,2,ND,3.0,2.0,,
11042,逞性妄为,idiom,1.0,1.0,NN,7,2,ND,3.0,2.0,,
11043,头会箕赋,idiom,1.0,1.0,NN,7,2,ND,3.0,2.0,,
11044,言而不信,idiom,1.0,1.0,NN,7,2,ND,3.0,2.0,,
11045,以售其奸,idiom,1.0,1.0,NN,7,2,ND,3.0,2.0,,
11046,自作自受,idiom,1.0,1.0,NN,7,2,ND,3.0,2.0,,
11047,人给家足,idiom,1.0,1.0,PH,7,1,PA,3.0,1.0,,
11048,方闻之士,idiom,1.0,1.0,PH,7,1,PB,3.0,1.0,,
11049,急先锋,idiom,1.0,1.0,PH,7,1,PD,3.0,1.0,,
11050,经明行修,idiom,1.0,1.0,PH,7,1,PD,3.0,1.0,,
11051,一马当先,idiom,1.0,1.0,PH,7,1,PD,3.0,1.0,,
11052,周急济贫,idiom,1.0,1.0,PH,7,1,PD,3.0,1.0,,
11053,疯疯癫癫,idiom,1.0,1.0,NN,7,0,ND,5.0,2.0,,
11054,凌弱暴寡,idiom,1.0,1.0,NN,7,2,ND,5.0,2.0,,
11055,皮笑肉不笑,idiom,1.0,1.0,NN,7,2,ND,5.0,2.0,,
11057,杀人盈野,idiom,1.0,1.0,NN,7,2,ND,5.0,2.0,,
11058,声色犬马,idiom,1.0,1.0,NN,7,2,ND,5.0,2.0,,
11059,恃强凌弱,idiom,1.0,1.0,NN,7,2,ND,5.0,2.0,,
11060,贪贿无艺,idiom,1.0,1.0,NN,7,2,ND,5.0,2.0,,
11061,如临深渊,idiom,1.0,1.0,NC,7,0,NI,5.0,2.0,,
11062,面目全非,idiom,1.0,1.0,NB,7,2,NJ,5.0,2.0,,
11063,一朝天子一朝臣,idiom,1.0,1.0,NB,7,2,NJ,5.0,2.0,,
11064,人心叵测,idiom,1.0,1.0,NN,7,2,NL,5.0,2.0,,
11065,多行不义必自毖,idiom,1.0,1.0,ND,7,2,NN,5.0,2.0,,
11066,令人生厌,idiom,1.0,1.0,ND,7,2,NN,5.0,2.0,,
11067,千金一掷,idiom,1.0,1.0,NB,7,2,NN,5.0,2.0,,
11069,官清法正,idiom,1.0,1.0,PH,7,1,PD,5.0,1.0,,
11070,恪守不渝,idiom,1.0,1.0,PH,7,1,PG,5.0,1.0,,
11071,青眼相加,idiom,1.0,1.0,PD,7,1,PH,5.0,1.0,,
11073,惟命是从,idiom,1.0,1.0,NN,7,2,ND,9.0,2.0,,
11074,拔萃出类,idiom,1.0,1.0,PH,7,1,,,,,
11075,保残守缺,idiom,1.0,1.0,NN,7,2,,,,,
11076,背本趋末,idiom,1.0,1.0,NN,7,2,,,,,
11077,弊绝风清,idiom,1.0,1.0,PH,7,1,,,,,
11079,不成样子,idiom,1.0,1.0,NN,7,2,,,,,
11081,才高意广,idiom,1.0,1.0,PH,7,1,,,,,
11082,才疏学浅,idiom,1.0,1.0,NN,7,2,,,,,
11083,仓皇失措,idiom,1.0,1.0,NI,7,2,,,,,
11085,崇洋媚外,idiom,1.0,1.0,NN,7,2,,,,,
11086,从一而终,idiom,1.0,1.0,PH,7,1,,,,,
11087,从者如云,idiom,1.0,1.0,PH,7,1,,,,,
11089,大旱望云霓,idiom,1.0,1.0,PK,7,0,,,,,
11090,大获全胜,idiom,1.0,1.0,PA,7,1,,,,,
11091,胆战心惊,idiom,1.0,1.0,NC,7,0,,,,,
11092,道学先生,idiom,1.0,1.0,NN,7,2,,,,,
11093,栋梁之材,idiom,1.0,1.0,PH,7,1,,,,,
11094,多难兴邦,idiom,1.0,1.0,PH,7,1,,,,,
11095,焚膏继晷,idiom,1.0,1.0,PH,7,1,,,,,
11096,付之一炬,idiom,1.0,1.0,NJ,7,0,,,,,
11097,勾心斗角,idiom,1.0,1.0,NN,7,2,,,,,
11098,冠绝一时,idiom,1.0,1.0,PH,7,1,,,,,
11099,国将不国,idiom,1.0,1.0,NB,7,0,,,,,
11100,海誓山盟,idiom,1.0,1.0,PG,7,0,,,,,
11101,呵佛骂祖,idiom,1.0,1.0,NN,7,2,,,,,
11102,横蛮无理,idiom,1.0,1.0,NN,7,2,,,,,
11103,监守自盗,idiom,1.0,1.0,NN,7,2,,,,,
11104,燋金烁石,idiom,1.0,1.0,NE,7,0,,,,,
11105,金帛珠玉,idiom,1.0,1.0,PH,7,1,,,,,
11106,惊风骇浪,idiom,1.0,1.0,NC,7,0,,,,,
11107,敬若神明,idiom,1.0,1.0,PD,7,0,,,,,
11109,救民水火,idiom,1.0,1.0,PH,7,1,,,,,
11110,靠得住,idiom,1.0,1.0,PG,7,1,,,,,
11111,泪如泉涌,idiom,1.0,1.0,NB,7,0,,,,,
11112,利锁名缰,idiom,1.0,1.0,NN,7,2,,,,,
11113,满腹珠玑,idiom,1.0,1.0,PH,7,1,,,,,
11114,目中无人,idiom,1.0,1.0,NN,7,2,,,,,
11115,囊空如洗,idiom,1.0,1.0,NE,7,2,,,,,
11116,牛蹄中鱼,idiom,1.0,1.0,NC,7,0,,,,,
11118,恰到好处,idiom,1.0,1.0,PH,7,1,,,,,
11119,千里之驹,idiom,1.0,1.0,PH,7,1,,,,,
11120,千奇百怪,idiom,1.0,1.0,PC,7,0,,,,,
11121,日久见人心,idiom,1.0,1.0,PG,7,1,,,,,
11122,如胶似漆,idiom,1.0,1.0,PB,7,1,,,,,
11123,如日方升,idiom,1.0,1.0,PH,7,1,,,,,
11124,赏罚分明,idiom,1.0,1.0,PH,7,1,,,,,
11125,神采焕发,idiom,1.0,1.0,PA,7,1,,,,,
11126,生龙活虎,idiom,1.0,1.0,PH,7,1,,,,,
11127,损人利己,idiom,1.0,1.0,NN,7,2,,,,,
11128,泰山其颓,idiom,1.0,1.0,NB,7,0,,,,,
11129,贪声逐色,idiom,1.0,1.0,NN,7,2,,,,,
11130,倜傥之才,idiom,1.0,1.0,PH,7,1,,,,,
11131,同室操戈,idiom,1.0,1.0,NN,7,2,,,,,
11132,亡命之徒,idiom,1.0,1.0,NN,7,2,,,,,
11133,王法无情,idiom,1.0,1.0,PG,7,0,,,,,
11134,五经筒,idiom,1.0,1.0,PH,7,1,,,,,
11135,想不开,idiom,1.0,1.0,NE,7,0,,,,,
11136,养痈遗患,idiom,1.0,1.0,NN,7,2,,,,,
11137,尧天舜日,idiom,1.0,1.0,PH,7,1,,,,,
11138,一鸣惊人,idiom,1.0,1.0,PH,7,1,,,,,
11139,一无所能,idiom,1.0,1.0,NN,7,2,,,,,
11140,一柱擎天,idiom,1.0,1.0,PH,7,1,,,,,
11142,用兵如神,idiom,1.0,1.0,PH,7,1,,,,,
11143,迂腐腾腾,idiom,1.0,1.0,NN,7,2,,,,,
11145,指天誓心,idiom,1.0,1.0,PH,7,1,,,,,
11146,卓尔不群,idiom,1.0,1.0,PH,7,1,,,,,
11147,卓有成效,idiom,1.0,1.0,PH,7,1,,,,,
11148,做手脚,idiom,1.0,1.0,NN,7,2,,,,,
11149,恶念,noun,1.0,1.0,NN,7,2,ND,3.0,2.0,,
11150,娇儿,noun,1.0,1.0,PB,7,1,PA,3.0,1.0,,
11151,广厦,noun,1.0,1.0,PH,7,1,PB,3.0,1.0,,
11152,毒谋,noun,1.0,1.0,NN,7,2,ND,5.0,2.0,,
11153,蠹虫,noun,1.0,1.0,ND,7,2,NN,5.0,2.0,,
11154,奸臣,noun,1.0,1.0,ND,7,2,NN,5.0,2.0,,
11155,弘旨,noun,1.0,1.0,PH,7,1,PD,5.0,1.0,,
11156,民族英雄,noun,1.0,1.0,PH,7,1,PD,5.0,1.0,,
11157,帮凶,noun,1.0,1.0,NN,7,2,,,,,
11158,宝贝疙瘩,noun,1.0,1.0,PB,7,1,,,,,
11159,宝盒,noun,1.0,1.0,PH,7,1,,,,,
11160,才略,noun,1.0,1.0,PH,7,1,,,,,
11161,才女,noun,1.0,1.0,PH,7,1,,,,,
11162,大捷,noun,1.0,1.0,PA,7,1,,,,,
